task,label,seed,method,order,bandwidth_steps,validation_score,t0_rmse,integrated_rmse,runtime_sec,gain_bias,family,dt,horizon_steps
medium_cartpole_like_quadratic,Medium,20263023,Gen2,2,8,0.024850644843615644,0.13091364046659984,0.09403042791487802,0.018032916000265686,0.0,Medium,0.02,168
medium_cartpole_like_quadratic,Medium,20263023,Gen3,3,8,0.025539425322901897,0.14850083738568856,0.1059043649882537,0.013886874999570864,0.0,Medium,0.02,168
medium_cartpole_like_quadratic,Medium,20263024,BE,-1,8,0.0008078490842002616,0.36319331235534136,0.2637879383700076,0.007422290999784309,0.0,Medium,0.02,168
medium_cartpole_like_quadratic,Medium,20263024,Gen1,1,8,0.02579218088875957,0.12217632608887073,0.07988019450398609,0.015257791999829351,0.0,Medium,0.02,168
medium_cartpole_like_quadratic,Medium,20263024,Gen2,2,8,0.026772801767746095,0.1477115936386522,0.09894449603874847,0.01720145799981765,0.0,Medium,0.02,168
medium_cartpole_like_quadratic,Medium,20263024,Gen3,3,8,0.02676359232100658,0.16638060952317574,0.11278631397489071,0.015497458000027109,0.0,Medium,0.02,168
medium_cartpole_like_quadratic,Medium,20263025,BE,-1,8,0.0010969140973414806,0.27119655144263594,0.18779533868352402,0.00986341599991647,0.0,Medium,0.02,168
medium_cartpole_like_quadratic,Medium,20263025,Gen1,1,8,0.03861499226430229,0.1359250451788291,0.07620861200467924,0.01824579200001608,0.0,Medium,0.02,168
medium_cartpole_like_quadratic,Medium,20263025,Gen2,2,8,0.04054988476990456,0.15033209797846622,0.0859528371761343,0.013503332999789563,0.0,Medium,0.02,168
medium_cartpole_like_quadratic,Medium,20263025,Gen3,3,8,0.040928356187542134,0.16343781960602982,0.09383869199625894,0.016658916999858775,0.0,Medium,0.02,168
medium_cartpole_like_quadratic,Medium,20263026,BE,-1,8,0.00066008153084716,0.24165865282807686,0.19647581129381014,0.007950125000206754,0.0,Medium,0.02,168
medium_cartpole_like_quadratic,Medium,20263026,Gen1,1,8,0.02527701564879453,0.09827335114530443,0.06194390962008644,0.013249666000319849,0.0,Medium,0.02,168
medium_cartpole_like_quadratic,Medium,20263026,Gen2,2,8,0.026089117817649367,0.11597651740887548,0.07543776089241416,0.017952458999843657,0.0,Medium,0.02,168
medium_cartpole_like_quadratic,Medium,20263026,Gen3,3,8,0.026092837753123294,0.12839830344365422,0.08438110969174888,0.014806250000219734,0.0,Medium,0.02,168
medium_cartpole_like_quadratic,Medium,20263027,BE,-1,8,0.0009409285324764025,0.30409743171470777,0.19919084672807413,0.0065849590000652825,0.0,Medium,0.02,168
medium_cartpole_like_quadratic,Medium,20263027,Gen1,1,8,0.03542289845271927,0.12757636157676552,0.07464808008408795,0.015494083000248793,0.0,Medium,0.02,168
medium_cartpole_like_quadratic,Medium,20263027,Gen2,2,8,0.03614472578212667,0.15212309174991484,0.0922808625269638,0.016427582999767765,0.0,Medium,0.02,168
medium_cartpole_like_quadratic,Medium,20263027,Gen3,3,8,0.036920013034104665,0.16810503870932605,0.1025570559274215,0.01577591700015546,0.0,Medium,0.02,168
medium_cartpole_like_quadratic,Medium,20263028,BE,-1,8,0.0006565942779688816,0.26164990106855207,0.16633670274991208,0.00732487499999479,0.0,Medium,0.02,168
medium_cartpole_like_quadratic,Medium,20263028,Gen1,1,8,0.024327759054725315,0.09743477041369072,0.05780796925843242,0.016666500000155793,0.0,Medium,0.02,168
medium_cartpole_like_quadratic,Medium,20263028,Gen2,2,8,0.025782335289153056,0.11195033708113022,0.06824780016226692,0.013558415999796125,0.0,Medium,0.02,168
medium_cartpole_like_quadratic,Medium,20263028,Gen3,3,8,0.025876390764520966,0.12561003678477442,0.07632057419683387,0.015177583999957278,0.0,Medium,0.02,168
medium_cartpole_like_quadratic,Medium,20263029,BE,-1,8,0.0006655979781539442,0.2353900196781463,0.18485155381524762,0.007475000000340515,0.0,Medium,0.02,168
medium_cartpole_like_quadratic,Medium,20263029,Gen1,1,8,0.026057037744877925,0.09347290612480141,0.0650417703294907,0.015654666000045836,0.0,Medium,0.02,168
medium_cartpole_like_quadratic,Medium,20263029,Gen2,2,8,0.026594852244707794,0.10791208357616246,0.0787298751718845,0.01563033299999006,0.0,Medium,0.02,168
medium_cartpole_like_quadratic,Medium,20263029,Gen3,3,8,0.026938021918937276,0.12207668350542493,0.08802481062435775,0.014501874999950815,0.0,Medium,0.02,168
medium_cartpole_like_quadratic,Medium,20263030,BE,-1,8,0.0008692521496132311,0.2786507369584108,0.18461444176023048,0.007042624999940017,0.0,Medium,0.02,168
medium_cartpole_like_quadratic,Medium,20263030,Gen1,1,8,0.02738147930941985,0.11051671585831065,0.06986382917845424,0.014509541000279569,0.0,Medium,0.02,168
medium_cartpole_like_quadratic,Medium,20263030,Gen2,2,8,0.02958578842003945,0.13185542541396955,0.08368407829089805,0.01738858299995627,0.0,Medium,0.02,168
medium_cartpole_like_quadratic,Medium,20263030,Gen3,3,8,0.030767110978271884,0.14557290671024825,0.09239785938340414,0.01650920900010533,0.0,Medium,0.02,168
medium_cartpole_like_quadratic,Medium,20263031,BE,-1,8,0.0006831035903739233,0.28748131454466774,0.4197114410185657,0.006829082999956881,0.0,Medium,0.02,168
medium_cartpole_like_quadratic,Medium,20263031,Gen1,1,8,0.025403347308350508,0.0977176738321995,0.1440766737952344,0.015882958000020153,0.0,Medium,0.02,168
medium_cartpole_like_quadratic,Medium,20263031,Gen2,2,8,0.02579200703664112,0.11821020460334217,0.1729145163607413,0.01581083300015962,0.0,Medium,0.02,168
medium_cartpole_like_quadratic,Medium,20263031,Gen3,3,8,0.02592853405589751,0.130174017828015,0.19317434631224822,0.014893208000103186,0.0,Medium,0.02,168
