time_index,time,bandwidth_steps,min_eig,max_eig,cond,task,seed
19,1.14,1,1.1660429675388486e-07,5.580771838989171,47860773.52508229,Small,0
20,1.2,1,4.809005633553509e-08,7.665365779673852,159396065.71035972,Small,0
21,1.26,1,2.6112909744104807e-08,9.28894332545529,355722262.14860415,Small,0
22,1.3199999999999998,1,1.0877135163734025e-08,9.898568919533968,910034560.6200849,Small,0
23,1.38,1,1.8305219105132704e-09,9.346319140973458,5105822053.969728,Small,0
24,1.44,1,4.083351914720306e-10,7.845542789656401,19213486746.93837,Small,0
25,1.5,1,1.5382059257208196e-09,5.899684808644105,3835432376.116644,Small,0
26,1.56,1,4.0406302300232276e-09,4.1007810556500175,1014886495.9678441,Small,0
27,1.6199999999999999,1,8.382373442664069e-09,2.8364689727641017,338384944.57037944,Small,0
28,1.68,1,1.3299827895717436e-08,2.205143263420637,165802390.88136593,Small,0
29,1.74,1,1.7113641806922183e-08,1.9987661073486296,116793732.73666169,Small,0
30,1.7999999999999998,1,1.824344149641068e-08,1.9546389428882773,107142007.34948196,Small,0
31,1.8599999999999999,1,1.4975298285229913e-08,1.9823024663780011,132371484.60228932,Small,0
32,1.92,1,8.504845004777604e-09,2.080664193739627,244644575.24749857,Small,0
33,1.98,1,3.348510947461925e-09,2.2638364071493626,676072571.5605874,Small,0
34,2.04,1,1.297724450948576e-09,2.5163210798240607,1939025713.8059988,Small,0
35,2.1,1,7.073212116083567e-10,2.754531429751835,3894314753.3896065,Small,0
36,2.16,1,4.165698418715764e-10,2.8961648214601907,6952411169.3929205,Small,0
37,2.2199999999999998,1,1.453725464412613e-10,2.9048313260288987,19981980072.163174,Small,0
38,2.28,1,2.54226422001505e-11,2.7728229615680204,27728229615.680202,Small,0
39,2.34,1,1.7763460740387393e-11,2.5543888360073757,25543888360.073757,Small,0
40,2.4,1,3.8594289728645126e-11,2.3332367606706144,23332367606.706142,Small,0
41,2.46,1,7.568657702771313e-11,2.1665863218109744,21665863218.109745,Small,0
42,2.52,1,1.7022607600634626e-10,2.0665330386544847,12139932301.42626,Small,0
43,2.58,1,3.4683905308526154e-10,2.012706013637256,5802997083.902439,Small,0
44,2.6399999999999997,1,6.245791308673697e-10,1.986434687929118,3180437177.2244506,Small,0
45,2.6999999999999997,1,9.092080880454229e-10,1.977855544943138,2175360702.295388,Small,0
46,2.76,1,8.704062323598856e-10,1.9819548852716493,2277045833.9872885,Small,0
47,2.82,1,4.912992097994999e-10,1.996425481493052,4063563387.9968925,Small,0
48,2.88,1,2.1092436920305825e-10,2.0212557244810476,9582845889.823057,Small,0
49,2.94,1,9.182146442945032e-11,2.0530885362095157,20530885362.095158,Small,0
50,3.0,1,5.303083195128596e-11,2.0855835582904714,20855835582.904713,Small,0
51,3.06,1,3.565498764189702e-11,2.1116392082139632,21116392082.139633,Small,0
52,3.12,1,1.842475990481425e-11,2.121995009079188,21219950090.79188,Small,0
53,3.1799999999999997,1,5.030040359039814e-12,2.1195557448912266,21195557448.912266,Small,0
54,3.2399999999999998,1,9.511133186395537e-13,2.1079525720001193,21079525720.001194,Small,0
55,3.3,1,6.286606936111218e-13,2.0945721987695216,20945721987.695217,Small,0
0,0.0,2,4.824589226610981e-05,3.251059818141404,67385.21489476321,Small,0
1,0.06,2,4.1820744102590447e-05,5.029477028976929,120262.73412637331,Small,0
2,0.12,2,3.1917649261018815e-05,8.652847182242805,271099.13739200623,Small,0
3,0.18,2,1.7581785164155677e-05,15.18796460937298,863846.5586723796,Small,0
4,0.24,2,8.599384889315838e-06,23.709856765050844,2757157.293251144,Small,0
5,0.3,2,4.311914706090341e-06,32.82611220192303,7612885.328078954,Small,0
6,0.36,2,2.2414198446421897e-06,40.269693763853056,17966153.84668441,Small,0
7,0.42,2,9.878590215989116e-07,43.932109379253454,44472043.498824954,Small,0
8,0.48,2,2.469396923997305e-07,42.63641754974082,172659231.63427147,Small,0
9,0.54,2,5.2734322987228624e-08,36.91710817073317,700058445.4203362,Small,0
10,0.6,2,1.4588123972296467e-07,28.480574263421804,195231232.73086897,Small,0
11,0.6599999999999999,2,3.325290931014163e-07,19.548375821708138,58786963.989782944,Small,0
12,0.72,2,5.833180120359662e-07,11.87297893004439,20354212.770841587,Small,0
13,0.78,2,8.497231620838541e-07,6.42010243769368,7555522.462102921,Small,0
14,0.84,2,1.026776510345824e-06,3.3010187226838914,3214934.0089325667,Small,0
15,0.8999999999999999,2,1.0908799440748444e-06,2.1789864816480797,1997457.6427803326,Small,0
16,0.96,2,1.0099908419659458e-06,2.1412626669605883,2120081.27003669,Small,0
17,1.02,2,7.517404451107096e-07,2.6758157408613763,3559494.1821539295,Small,0
18,1.08,2,4.153243928402704e-07,3.8786952065442004,9338953.534655279,Small,0
19,1.14,2,1.8150244853899135e-07,5.5975908250073685,30840304.745557543,Small,0
20,1.2,2,8.830099767092436e-08,7.429999815973984,84144007.56448673,Small,0
21,1.26,2,5.538738163780026e-08,8.846855701968181,159726916.8602558,Small,0
22,1.3199999999999998,2,3.035721223403863e-08,9.401139232517433,309683878.74484134,Small,0
23,1.38,2,8.776814339133038e-09,8.93741044074268,1018297766.7527492,Small,0
24,1.44,2,1.7446311985100494e-09,7.630744832502343,4373844076.054099,Small,0
25,1.5,2,3.2830095007716727e-09,5.903470038727242,1798188533.2161326,Small,0
26,1.56,2,6.327726896049866e-09,4.224301473663299,667585934.5795017,Small,0
27,1.6199999999999999,2,1.0222106271521524e-08,2.9588814228219205,289459074.6982619,Small,0
28,1.68,2,1.4432628197091525e-08,2.2720004826420617,157421119.1209039,Small,0
29,1.74,2,1.6988469742791908e-08,2.02659895917458,119292613.74671207,Small,0
30,1.7999999999999998,2,1.7372947797242642e-08,1.9688306943061757,113327382.16243647,Small,0
31,1.8599999999999999,2,1.5169198681221915e-08,1.9926858503257452,131363949.55341369,Small,0
32,1.92,2,1.024692894149459e-08,2.0879227949914725,203760834.77426103,Small,0
33,1.98,2,4.932889396274841e-09,2.2612513490468906,458403010.3643749,Small,0
34,2.04,2,2.1667498749669146e-09,2.4886156908977672,1148547748.703928,Small,0
35,2.1,2,1.3017108124487637e-09,2.7043747522187345,2077554189.7292035,Small,0
36,2.16,2,8.717399595121437e-10,2.837190347448204,3254629223.416574,Small,0
37,2.2199999999999998,2,3.984172318006957e-10,2.844297400296024,7138991924.221931,Small,0
38,2.28,2,9.972264551722992e-11,2.7283000904850536,27283000904.850536,Small,0
39,2.34,2,3.592270781936102e-11,2.5349649605157047,25349649605.157047,Small,0
40,2.4,2,6.750028224796028e-11,2.332576914260748,23325769142.60748,Small,0
41,2.46,2,1.2665042513927476e-10,2.173266682707561,17159568791.95365,Small,0
42,2.52,2,2.547237441318459e-10,2.072364864325288,8135734936.64032,Small,0
43,2.58,2,4.590063969271729e-10,2.01624913871882,4392638429.9143505,Small,0
44,2.6399999999999997,2,6.907600148481757e-10,1.9891803030921746,2879698101.1261673,Small,0
45,2.6999999999999997,2,8.568401760350379e-10,1.9799745911339417,2310786359.5940633,Small,0
46,2.76,2,8.266728780028857e-10,1.9833954843788781,2399250703.8218746,Small,0
47,2.82,2,5.710061947180985e-10,1.997213346221066,3497708719.6174383,Small,0
48,2.88,2,2.9440927314977104e-10,2.0205705523771784,6863134882.81084,Small,0
49,2.94,2,1.4077497100953447e-10,2.0503305384830273,14564595707.458263,Small,0
50,3.0,2,7.797908781370536e-11,2.0808627920273075,20808627920.273075,Small,0
51,3.06,2,5.217880800685118e-11,2.1044687378987157,21044687378.987156,Small,0
52,3.12,2,3.3383483116856735e-11,2.1164696910355785,21164696910.355785,Small,0
53,3.1799999999999997,2,1.3773990142276084e-11,2.114990882601119,21149908826.01119,Small,0
54,3.2399999999999998,2,3.5335833136342083e-12,2.109064368118536,21090643681.18536,Small,0
55,3.3,2,9.050727049218681e-13,2.0999281545253434,20999281545.253433,Small,0
0,0.0,4,4.266391034903888e-05,5.97851980663552,140130.61057283517,Small,0
1,0.06,4,3.6929820260750814e-05,8.753941344615587,237042.61983422964,Small,0
2,0.12,4,3.0045783637569123e-05,12.741192914141237,424059.26461540855,Small,0
3,0.18,4,2.301007002613735e-05,17.897087514301873,777793.7004960179,Small,0
4,0.24,4,1.6535446088505805e-05,23.937258062036268,1447633.0383778182,Small,0
5,0.3,4,1.0645345766686562e-05,30.441428935475006,2859599.8291326626,Small,0
6,0.36,4,7.2170365801499585e-06,35.44110511253085,4910755.920235953,Small,0
7,0.42,4,4.463243512689904e-06,37.84499048018577,8479257.376969194,Small,0
8,0.48,4,2.0238443732670626e-06,37.069251237673114,18316255.79877605,Small,0
9,0.54,4,6.63754330245763e-07,33.32897980883014,50212824.67037117,Small,0
10,0.6,4,4.58124342702318e-07,27.47623897835887,59975505.37543145,Small,0
11,0.6599999999999999,4,6.084686017381491e-07,20.733074616089432,34074189.78869807,Small,0
12,0.72,4,7.479692718573759e-07,14.277016419064523,19087704.47696532,Small,0
13,0.78,4,8.964465108243579e-07,8.9913516301219,10029992.33256382,Small,0
14,0.84,4,1.0027383975064139e-06,5.289720765893762,5275274.966080998,Small,0
15,0.8999999999999999,4,1.006426141136683e-06,3.236465256411339,3215800.0712859007,Small,0
16,0.96,4,9.616926764580108e-07,2.7077758979131503,2815635.352331163,Small,0
17,1.02,4,8.528864309749207e-07,3.1795019795627684,3727931.2509736274,Small,0
18,1.08,4,6.282404400903028e-07,4.220606342577205,6718138.587147523,Small,0
19,1.14,4,3.7799769928963655e-07,5.53656991745256,14647099.513720121,Small,0
20,1.2,4,2.3604255525094446e-07,6.818922645147023,28888530.87485689,Small,0
21,1.26,4,1.7184467559366025e-07,7.762502829550156,45171622.58727866,Small,0
22,1.3199999999999998,4,1.218016820954872e-07,8.141560207369398,66842756.744416475,Small,0
23,1.38,4,6.297984331189836e-08,7.872181930982974,124995260.65819435,Small,0
24,1.44,4,2.054669881506295e-08,7.0220876885874155,341762331.350254,Small,0
25,1.5,4,9.419928797406345e-09,5.797753142523769,615477384.937358,Small,0
26,1.56,4,1.051924852762953e-08,4.475873717976802,425493675.3533878,Small,0
27,1.6199999999999999,4,1.279310613161784e-08,3.318795664657694,259420630.96431082,Small,0
28,1.68,4,1.5094258848288686e-08,2.5257189118973526,167329773.34516206,Small,0
29,1.74,4,1.644293833530583e-08,2.15035390861293,130776742.25632463,Small,0
30,1.7999999999999998,4,1.6246317333608145e-08,2.0342523041470444,125213133.68284781,Small,0
31,1.8599999999999999,4,1.506870328521303e-08,2.036300766955698,135134439.1361085,Small,0
32,1.92,4,1.262662955849929e-08,2.1121771968231973,167279572.67119154,Small,0
33,1.98,4,8.647373670414547e-09,2.2486177438915904,260034760.79504192,Small,0
34,2.04,4,5.161054004111194e-09,2.419602853914814,468819518.64626986,Small,0
35,2.1,4,3.4903877476685092e-09,2.577492457614246,738454476.6798319,Small,0
36,2.16,4,2.6413032101321032e-09,2.6756098419166623,1012988524.6241167,Small,0
37,2.2199999999999998,4,1.752711004985464e-09,2.6874792318208485,1533327071.1352308,Small,0
38,2.28,4,7.73638552284769e-10,2.612318501645281,3376665361.272885,Small,0
39,2.34,4,2.4597489555668027e-10,2.476237361064747,10067032879.35392,Small,0
40,2.4,4,1.9160758120676314e-10,2.3217856308749383,12117399615.673384,Small,0
41,2.46,4,2.9428672799616296e-10,2.1862253697136858,7428895569.29727,Small,0
42,2.52,4,4.218330783409338e-10,2.0892215813887245,4952721084.855689,Small,0
43,2.58,4,5.643300862823909e-10,2.030163112284102,3597474530.6565275,Small,0
44,2.6399999999999997,4,6.82565896491455e-10,1.999353702977423,2929173158.598399,Small,0
45,2.6999999999999997,4,7.407266299877936e-10,1.9873304139889791,2682947167.731405,Small,0
46,2.76,4,7.26028875786139e-10,1.9884012876802868,2738735818.912519,Small,0
47,2.82,4,6.185896969320028e-10,1.9995533090680908,3232438753.805962,Small,0
48,2.88,4,4.4093523714045024e-10,2.0188040554600946,4578459341.44984,Small,0
49,2.94,4,2.785980231317608e-10,2.0428966641631763,7332775161.857499,Small,0
50,3.0,4,1.806884295652615e-10,2.0676024312202967,11442915499.320972,Small,0
51,3.06,4,1.230266036626655e-10,2.087694150896315,16969452856.07247,Small,0
52,3.12,4,7.992217626417076e-11,2.10084661063878,21008466106.387802,Small,0
53,3.1799999999999997,4,4.928278253418284e-11,2.107345855723582,21073458557.235817,Small,0
54,3.2399999999999998,4,2.557541489728112e-11,2.108909693928222,21089096939.28222,Small,0
55,3.3,4,9.973965502768899e-12,2.106308002079541,21063080020.795406,Small,0
0,0.0,6,3.706331541652336e-05,10.371263965968947,279825.5862816117,Small,0
1,0.06,6,3.23711237951592e-05,13.443925591207886,415306.1128269603,Small,0
2,0.12,6,2.746214571759089e-05,17.031121310480444,620167.1743213842,Small,0
3,0.18,6,2.3273353659541237e-05,20.872566060119222,896843.9342888695,Small,0
4,0.24,6,2.0051651880692904e-05,24.631146174157138,1228384.8892207071,Small,0
5,0.3,6,1.7465856425860357e-05,27.95338531331035,1600458.897161316,Small,0
6,0.36,6,1.4826696123104347e-05,30.47649284713342,2055514.7683671815,Small,0
7,0.42,6,1.095158397705623e-05,31.914516754747495,2914146.193062939,Small,0
8,0.48,6,6.940405402200895e-06,31.464180514442123,4533478.765442781,Small,0
9,0.54,6,3.4154357740499338e-06,29.214738996134216,8553736.895919478,Small,0
10,0.6,6,1.4622630596868708e-06,25.529209251254837,17458698.065395746,Small,0
11,0.6599999999999999,6,8.767731427609423e-07,20.97373533929452,23921507.533007476,Small,0
12,0.72,6,8.312523466599313e-07,16.174685269431485,19458213.061801575,Small,0
13,0.78,6,9.059276819962359e-07,11.73373369042286,12952174.796742344,Small,0
14,0.84,6,9.708819413583292e-07,8.110939331491199,8354197.339527656,Small,0
15,0.8999999999999999,6,9.77656088168556e-07,5.579014242651201,5706520.227478328,Small,0
16,0.96,6,9.380067773089666e-07,4.25933580487647,4540836.919212901,Small,0
17,1.02,6,8.665064811485186e-07,4.076217922265686,4704197.846117466,Small,0
18,1.08,6,7.410519979925666e-07,4.584281497281021,6186180.605003922,Small,0
19,1.14,6,5.701352150056548e-07,5.361966595545234,9404727.956493711,Small,0
20,1.2,6,4.298680529868935e-07,6.133118996168873,14267445.448791863,Small,0
21,1.26,6,3.4356303639376485e-07,6.69677854755032,19492139.252940472,Small,0
22,1.3199999999999998,6,2.733121823042076e-07,6.925880136769832,25340546.76370424,Small,0
23,1.38,6,1.9265183456542552e-07,6.774755408100047,35165797.52994414,Small,0
24,1.44,6,1.0407567068542398e-07,6.26884075437089,60233488.89404616,Small,0
25,1.5,6,4.2535971768557944e-08,5.494264129080394,129167476.38857718,Small,0
26,1.56,6,1.8651254105258863e-08,4.579065941093401,245509814.7959015,Small,0
27,1.6199999999999999,6,1.4280070656576809e-08,3.669195359632751,256945182.40656406,Small,0
28,1.68,6,1.4991367993930403e-08,2.9093035607824804,194065248.87924692,Small,0
29,1.74,6,1.586164737469756e-08,2.4132499168361865,152143712.4296303,Small,0
30,1.7999999999999998,6,1.5771884701930112e-08,2.1850468546076436,138540630.74277005,Small,0
31,1.8599999999999999,6,1.4893616354072998e-08,2.125936620187743,142741465.17856005,Small,0
32,1.92,6,1.3353305997033762e-08,2.1568774157237245,161523851.56176624,Small,0
33,1.98,6,1.0970867819336318e-08,2.2398338155366773,204161954.40701023,Small,0
34,2.04,6,8.28363079740985e-09,2.3466902518818036,283292472.7422151,Small,0
35,2.1,6,6.41589723447337e-09,2.446214295144075,381273920.9724679,Small,0
36,2.16,6,5.238899508858664e-09,2.5107801536975787,479257170.22286844,Small,0
37,2.2199999999999998,6,4.126192867272156e-09,2.5239672667222344,611693962.9123154,Small,0
38,2.28,6,2.7476900966643876e-09,2.482786550558173,903590457.152428,Small,0
39,2.34,6,1.373497718312935e-09,2.3989592267000313,1746605906.0124753,Small,0
40,2.4,6,6.23784488644923e-10,2.2941217400293192,3677747333.8796067,Small,0
41,2.46,6,4.5083215906545485e-10,2.1915216585534143,4861058854.133861,Small,0
42,2.52,6,4.889786277064632e-10,2.1085019727993672,4312053438.182402,Small,0
43,2.58,6,5.620215815308806e-10,2.0508099513102405,3648987901.361502,Small,0
44,2.6399999999999997,6,6.244257813596665e-10,2.016290690084495,3229031776.513277,Small,0
45,2.6999999999999997,6,6.55019148490143e-10,1.999841166412275,3053103365.0268464,Small,0
46,2.76,6,6.451108782926808e-10,1.9967742986101753,3095242020.867392,Small,0
47,2.82,6,5.920703375327995e-10,2.0034422578473974,3383790963.4113545,Small,0
48,2.88,6,4.956139949661605e-10,2.017172177840984,4070046847.6050854,Small,0
49,2.94,6,3.823802823045297e-10,2.0349322918003345,5321750063.931653,Small,0
50,3.0,6,2.8917123731596015e-10,2.053260433000017,7100500215.920651,Small,0
51,3.06,6,2.1678646520960524e-10,2.0702317117829865,9549635443.25211,Small,0
52,3.12,6,1.572852685076106e-10,2.084212529628429,13251161722.927534,Small,0
53,3.1799999999999997,6,1.0871889647002536e-10,2.0944683211593738,19264988784.51029,Small,0
54,3.2399999999999998,6,7.205275428217444e-11,2.1011700199654655,21011700199.654655,Small,0
55,3.3,6,4.486796550657098e-11,2.1042682938899024,21042682938.899025,Small,0
0,0.0,8,3.244429686225079e-05,14.96398446460942,461220.79723725317,Small,0
1,0.06,8,2.9293384271041222e-05,17.430231827622293,595022.8101453414,Small,0
2,0.12,8,2.639358251862758e-05,19.956149140723756,756098.537462259,Small,0
3,0.18,8,2.4107377217578776e-05,22.37701106955848,928222.5464677039,Small,0
4,0.24,8,2.2281711230551625e-05,24.50960689021959,1099987.6372427437,Small,0
5,0.3,8,2.0637965261782175e-05,26.172120719962468,1268154.1221715573,Small,0
6,0.36,8,1.8931825996677217e-05,27.18475665420288,1435928.9304145388,Small,0
7,0.42,8,1.6899331773624675e-05,27.412918803823622,1622130.3404793695,Small,0
8,0.48,8,1.4104587103622497e-05,26.801094563574914,1900168.6732603153,Small,0
9,0.54,8,9.552934565383795e-06,25.411134107233043,2660034.352094626,Small,0
10,0.6,8,5.357727813353614e-06,23.106267246985283,4312698.974627857,Small,0
11,0.6599999999999999,8,2.555275986450745e-06,20.178443130978902,7896776.410052902,Small,0
12,0.72,8,1.3045433090422653e-06,16.947281363961615,12990968.752431467,Small,0
13,0.78,8,9.54900188840502e-07,13.727689331562278,14376046.305144494,Small,0
14,0.84,8,9.16882677799994e-07,10.78485938003249,11762529.319356456,Small,0
15,0.8999999999999999,8,9.245753223581442e-07,8.332637843753405,9012394.81765626,Small,0
16,0.96,8,8.971949806176996e-07,6.5385000341861375,7287713.568888359,Small,0
17,1.02,8,8.328107906935891e-07,5.511644006693427,6618122.709605106,Small,0
18,1.08,8,7.504357905422366e-07,5.1895731007746235,6915412.572506482,Small,0
19,1.14,8,6.600573091747194e-07,5.308555505822966,8042567.565019985,Small,0
20,1.2,8,5.688280324123037e-07,5.591865224097548,9830502.200082144,Small,0
21,1.26,8,4.892517260439946e-07,5.847688549164174,11952310.51395072,Small,0
22,1.3199999999999998,8,4.207176531401096e-07,5.954092871527338,14152229.712938797,Small,0
23,1.38,8,3.4805875782015776e-07,5.853645146410155,16817979.766033467,Small,0
24,1.44,8,2.5940007985350076e-07,5.543894015030337,21371982.684667315,Small,0
25,1.5,8,1.5982007622863076e-07,5.063567213715176,31682923.27974794,Small,0
26,1.56,8,7.768027580471211e-08,4.474859154580254,57606118.26134644,Small,0
27,1.6199999999999999,8,3.354705508294815e-08,3.8471035069440305,114677830.8090447,Small,0
28,1.68,8,1.8338820540573127e-08,3.2518943751581117,177322983.66536516,Small,0
29,1.74,8,1.5297333519548918e-08,2.7639542238379335,180682092.0983251,Small,0
30,1.7999999999999998,8,1.4941944466308894e-08,2.4407519340576886,163349016.5594644,Small,0
31,1.8599999999999999,8,1.4287704610862695e-08,2.2821198872211212,159726138.61893988,Small,0
32,1.92,8,1.3060970492703996e-08,2.235968173943796,171194642.48026842,Small,0
33,1.98,8,1.1600414578840691e-08,2.2515755688940406,194094405.2983196,Small,0
34,2.04,8,1.0080038613596618e-08,2.295535195543211,227730793.852996,Small,0
35,2.1,8,8.65925212450932e-09,2.3438094286700375,270671115.1227567,Small,0
36,2.16,8,7.490289016302849e-09,2.378013312515914,317479513.4526977,Small,0
37,2.2199999999999998,8,6.439665739467301e-09,2.386477227008768,370590233.0275579,Small,0
38,2.28,8,5.247905497612444e-09,2.364936169747774,450643817.96198726,Small,0
39,2.34,8,3.782144223484052e-09,2.317251196635553,612681870.3124275,Small,0
40,2.4,8,2.2344839720861475e-09,2.25301077411409,1008291311.2196753,Small,0
41,2.46,8,1.1326760909733515e-09,2.184132262868764,1928293781.668735,Small,0
42,2.52,8,6.62809919581404e-10,2.12137155084972,3200573027.315987,Small,0
43,2.58,8,5.561730648263842e-10,2.071394605950159,3724370590.6483784,Small,0
44,2.6399999999999997,8,5.687168117123985e-10,2.036873341045844,3581524757.3090835,Small,0
45,2.6999999999999997,8,5.886592125551319e-10,2.0168322081875125,3426145663.1813483,Small,0
46,2.76,8,5.807952071550614e-10,2.008744392978144,3458610484.782886,Small,0
47,2.82,8,5.432013447827761e-10,2.0097342357908596,3699796134.6994524,Small,0
48,2.88,8,4.913614760223479e-10,2.016816188253156,4104546828.90408,Small,0
49,2.94,8,4.296614929056641e-10,2.0277220840721486,4719347946.1222105,Small,0
50,3.0,8,3.6147672591078967e-10,2.040702922953308,5645461454.846035,Small,0
