task,label,seed,method,time_index,time,rmse
small_pendulum_rich,Small,20261110,Gen2,37,2.2199999999999998,0.03365159198623496
small_pendulum_rich,Small,20261110,Gen2,46,2.76,0.032083333160439834
small_pendulum_rich,Small,20261110,Gen2,54,3.2399999999999998,0.011788413926531759
small_pendulum_rich,Small,20261110,MBLinear,0,0.0,0.7240058287761869
small_pendulum_rich,Small,20261110,MBLinear,9,0.54,0.4650038376393381
small_pendulum_rich,Small,20261110,MBLinear,18,1.08,0.26533368764147713
small_pendulum_rich,Small,20261110,MBLinear,28,1.68,0.14197243025033773
small_pendulum_rich,Small,20261110,MBLinear,37,2.2199999999999998,0.05013915260327212
small_pendulum_rich,Small,20261110,MBLinear,46,2.76,0.016417640618305036
small_pendulum_rich,Small,20261110,MBLinear,54,3.2399999999999998,0.004804544492605539
small_pendulum_rich,Small,20261111,BE,0,0.0,0.1092293049893921
small_pendulum_rich,Small,20261111,BE,9,0.54,0.12925110159212305
small_pendulum_rich,Small,20261111,BE,18,1.08,0.0737907886219378
small_pendulum_rich,Small,20261111,BE,28,1.68,0.09544337923006402
small_pendulum_rich,Small,20261111,BE,37,2.2199999999999998,0.055334630310205024
small_pendulum_rich,Small,20261111,BE,46,2.76,0.04812613063046158
small_pendulum_rich,Small,20261111,BE,54,3.2399999999999998,0.01473849067164192
small_pendulum_rich,Small,20261111,Gen2,0,0.0,0.11373565829028034
small_pendulum_rich,Small,20261111,Gen2,9,0.54,0.12534480329444753
small_pendulum_rich,Small,20261111,Gen2,18,1.08,0.0590879831808727
small_pendulum_rich,Small,20261111,Gen2,28,1.68,0.07215945509828989
small_pendulum_rich,Small,20261111,Gen2,37,2.2199999999999998,0.0431346082509246
small_pendulum_rich,Small,20261111,Gen2,46,2.76,0.029599544524908872
small_pendulum_rich,Small,20261111,Gen2,54,3.2399999999999998,0.015025320065520003
small_pendulum_rich,Small,20261111,MBLinear,0,0.0,0.7123582606265525
small_pendulum_rich,Small,20261111,MBLinear,9,0.54,0.44014741679691366
small_pendulum_rich,Small,20261111,MBLinear,18,1.08,0.23205802148318702
small_pendulum_rich,Small,20261111,MBLinear,28,1.68,0.12625460510316117
small_pendulum_rich,Small,20261111,MBLinear,37,2.2199999999999998,0.054006580651209696
small_pendulum_rich,Small,20261111,MBLinear,46,2.76,0.020962551890843232
small_pendulum_rich,Small,20261111,MBLinear,54,3.2399999999999998,0.0049317919624889866
small_pendulum_rich,Small,20261112,BE,0,0.0,0.08919492564750897
small_pendulum_rich,Small,20261112,BE,9,0.54,0.10320723860943377
small_pendulum_rich,Small,20261112,BE,18,1.08,0.08814384499795178
small_pendulum_rich,Small,20261112,BE,28,1.68,0.0909870884258139
small_pendulum_rich,Small,20261112,BE,37,2.2199999999999998,0.06067189664010256
small_pendulum_rich,Small,20261112,BE,46,2.76,0.05663009906457475
small_pendulum_rich,Small,20261112,BE,54,3.2399999999999998,0.009224003830169207
small_pendulum_rich,Small,20261112,Gen2,0,0.0,0.09324823829015076
small_pendulum_rich,Small,20261112,Gen2,9,0.54,0.10194632800067394
small_pendulum_rich,Small,20261112,Gen2,18,1.08,0.07151333670800518
small_pendulum_rich,Small,20261112,Gen2,28,1.68,0.06932172009050074
small_pendulum_rich,Small,20261112,Gen2,37,2.2199999999999998,0.045554984336611495
small_pendulum_rich,Small,20261112,Gen2,46,2.76,0.03253671598658806
small_pendulum_rich,Small,20261112,Gen2,54,3.2399999999999998,0.009820307270683956
small_pendulum_rich,Small,20261112,MBLinear,0,0.0,0.8670652039386891
small_pendulum_rich,Small,20261112,MBLinear,9,0.54,0.4531116202849257
small_pendulum_rich,Small,20261112,MBLinear,18,1.08,0.2832237094029393
small_pendulum_rich,Small,20261112,MBLinear,28,1.68,0.11970985179438018
small_pendulum_rich,Small,20261112,MBLinear,37,2.2199999999999998,0.04850231011770189
small_pendulum_rich,Small,20261112,MBLinear,46,2.76,0.022843902192955477
small_pendulum_rich,Small,20261112,MBLinear,54,3.2399999999999998,0.003971030817664463
small_pendulum_rich,Small,20261113,BE,0,0.0,0.08997835518591447
small_pendulum_rich,Small,20261113,BE,9,0.54,0.08194280141813293
small_pendulum_rich,Small,20261113,BE,18,1.08,0.08761682009146965
small_pendulum_rich,Small,20261113,BE,28,1.68,0.09143688774963456
small_pendulum_rich,Small,20261113,BE,37,2.2199999999999998,0.05924540771831082
small_pendulum_rich,Small,20261113,BE,46,2.76,0.060054412578739745
small_pendulum_rich,Small,20261113,BE,54,3.2399999999999998,0.008475757409363622
small_pendulum_rich,Small,20261113,Gen2,0,0.0,0.08086270994988873
small_pendulum_rich,Small,20261113,Gen2,9,0.54,0.07319794764433006
small_pendulum_rich,Small,20261113,Gen2,18,1.08,0.06940049588743429
small_pendulum_rich,Small,20261113,Gen2,28,1.68,0.06766057814913795
small_pendulum_rich,Small,20261113,Gen2,37,2.2199999999999998,0.044373924110353395
small_pendulum_rich,Small,20261113,Gen2,46,2.76,0.039248112692589446
small_pendulum_rich,Small,20261113,Gen2,54,3.2399999999999998,0.008156467327552234
small_pendulum_rich,Small,20261113,MBLinear,0,0.0,0.7448547158154298
small_pendulum_rich,Small,20261113,MBLinear,9,0.54,0.5474917818240023
small_pendulum_rich,Small,20261113,MBLinear,18,1.08,0.28925563721623426
small_pendulum_rich,Small,20261113,MBLinear,28,1.68,0.10084674246081222
small_pendulum_rich,Small,20261113,MBLinear,37,2.2199999999999998,0.05688765049540866
small_pendulum_rich,Small,20261113,MBLinear,46,2.76,0.022812301466986384
small_pendulum_rich,Small,20261113,MBLinear,54,3.2399999999999998,0.0038894436703675347
small_pendulum_rich,Small,20261114,BE,0,0.0,0.09965785435708525
small_pendulum_rich,Small,20261114,BE,9,0.54,0.11365375860475913
small_pendulum_rich,Small,20261114,BE,18,1.08,0.07803472588952581
small_pendulum_rich,Small,20261114,BE,28,1.68,0.06674136924179562
small_pendulum_rich,Small,20261114,BE,37,2.2199999999999998,0.053701494866672236
small_pendulum_rich,Small,20261114,BE,46,2.76,0.03974871338351034
small_pendulum_rich,Small,20261114,BE,54,3.2399999999999998,0.007774897975841793
small_pendulum_rich,Small,20261114,Gen2,0,0.0,0.0919588011634627
small_pendulum_rich,Small,20261114,Gen2,9,0.54,0.10649095641046058
small_pendulum_rich,Small,20261114,Gen2,18,1.08,0.0625860724107995
small_pendulum_rich,Small,20261114,Gen2,28,1.68,0.04959122730206395
small_pendulum_rich,Small,20261114,Gen2,37,2.2199999999999998,0.039952647686552455
small_pendulum_rich,Small,20261114,Gen2,46,2.76,0.02764494053631364
small_pendulum_rich,Small,20261114,Gen2,54,3.2399999999999998,0.008295705806952724
small_pendulum_rich,Small,20261114,MBLinear,0,0.0,0.7206608805239147
small_pendulum_rich,Small,20261114,MBLinear,9,0.54,0.43894018724212885
small_pendulum_rich,Small,20261114,MBLinear,18,1.08,0.25334744376314566
small_pendulum_rich,Small,20261114,MBLinear,28,1.68,0.11364745474555568
small_pendulum_rich,Small,20261114,MBLinear,37,2.2199999999999998,0.058381234344573346
small_pendulum_rich,Small,20261114,MBLinear,46,2.76,0.02241710294077155
small_pendulum_rich,Small,20261114,MBLinear,54,3.2399999999999998,0.004435062514831437
small_pendulum_rich,Small,20261115,BE,0,0.0,0.0865554306189752
small_pendulum_rich,Small,20261115,BE,9,0.54,0.09820627104427034
small_pendulum_rich,Small,20261115,BE,18,1.08,0.0751192367444672
small_pendulum_rich,Small,20261115,BE,28,1.68,0.07080044003718232
small_pendulum_rich,Small,20261115,BE,37,2.2199999999999998,0.04566716525100899
small_pendulum_rich,Small,20261115,BE,46,2.76,0.04524936168739735
small_pendulum_rich,Small,20261115,BE,54,3.2399999999999998,0.012580981383297683
small_pendulum_rich,Small,20261115,Gen2,0,0.0,0.07322286194255195
small_pendulum_rich,Small,20261115,Gen2,9,0.54,0.09152820564361466
small_pendulum_rich,Small,20261115,Gen2,18,1.08,0.05960607287800844
small_pendulum_rich,Small,20261115,Gen2,28,1.68,0.05360140182908571
small_pendulum_rich,Small,20261115,Gen2,37,2.2199999999999998,0.03482398573615998
small_pendulum_rich,Small,20261115,Gen2,46,2.76,0.02960261913953463
small_pendulum_rich,Small,20261115,Gen2,54,3.2399999999999998,0.013023002459252687
small_pendulum_rich,Small,20261115,MBLinear,0,0.0,0.7818957974479036
small_pendulum_rich,Small,20261115,MBLinear,9,0.54,0.39394716356551435
small_pendulum_rich,Small,20261115,MBLinear,18,1.08,0.21948682234424832
small_pendulum_rich,Small,20261115,MBLinear,28,1.68,0.11868976540003548
small_pendulum_rich,Small,20261115,MBLinear,37,2.2199999999999998,0.054448199659496606
small_pendulum_rich,Small,20261115,MBLinear,46,2.76,0.02153331026925269
small_pendulum_rich,Small,20261115,MBLinear,54,3.2399999999999998,0.004082029577499637
small_pendulum_rich,Small,20261116,BE,0,0.0,0.10201964267995137
small_pendulum_rich,Small,20261116,BE,9,0.54,0.11118557328528128
small_pendulum_rich,Small,20261116,BE,18,1.08,0.07800689245521489
small_pendulum_rich,Small,20261116,BE,28,1.68,0.07859836893819618
small_pendulum_rich,Small,20261116,BE,37,2.2199999999999998,0.06717635410532882
small_pendulum_rich,Small,20261116,BE,46,2.76,0.0399571561025879
small_pendulum_rich,Small,20261116,BE,54,3.2399999999999998,0.012478471370362593
small_pendulum_rich,Small,20261116,Gen2,0,0.0,0.0937120568725292
small_pendulum_rich,Small,20261116,Gen2,9,0.54,0.10886082299774526
small_pendulum_rich,Small,20261116,Gen2,18,1.08,0.061273731681617725
small_pendulum_rich,Small,20261116,Gen2,28,1.68,0.060191369090784375
small_pendulum_rich,Small,20261116,Gen2,37,2.2199999999999998,0.05273655931418911
small_pendulum_rich,Small,20261116,Gen2,46,2.76,0.02821911094377043
small_pendulum_rich,Small,20261116,Gen2,54,3.2399999999999998,0.01232258323882909
small_pendulum_rich,Small,20261116,MBLinear,0,0.0,0.7464607237307721
small_pendulum_rich,Small,20261116,MBLinear,9,0.54,0.4341824409118464
small_pendulum_rich,Small,20261116,MBLinear,18,1.08,0.1917283146120133
small_pendulum_rich,Small,20261116,MBLinear,28,1.68,0.08485385608843743
small_pendulum_rich,Small,20261116,MBLinear,37,2.2199999999999998,0.05577286296915957
small_pendulum_rich,Small,20261116,MBLinear,46,2.76,0.0202069875608028
small_pendulum_rich,Small,20261116,MBLinear,54,3.2399999999999998,0.004172936556230305
small_pendulum_rich,Small,20261117,BE,0,0.0,0.08271970582662949
small_pendulum_rich,Small,20261117,BE,9,0.54,0.09225019968341666
small_pendulum_rich,Small,20261117,BE,18,1.08,0.09287007509178873
small_pendulum_rich,Small,20261117,BE,28,1.68,0.08458725249043694
small_pendulum_rich,Small,20261117,BE,37,2.2199999999999998,0.04749198703290539
small_pendulum_rich,Small,20261117,BE,46,2.76,0.04622004916531937
small_pendulum_rich,Small,20261117,BE,54,3.2399999999999998,0.009084049442437288
small_pendulum_rich,Small,20261117,Gen2,0,0.0,0.07603652389204452
small_pendulum_rich,Small,20261117,Gen2,9,0.54,0.08942888368786357
small_pendulum_rich,Small,20261117,Gen2,18,1.08,0.0765998218231099
small_pendulum_rich,Small,20261117,Gen2,28,1.68,0.0641696252197512
small_pendulum_rich,Small,20261117,Gen2,37,2.2199999999999998,0.03651426662906923
small_pendulum_rich,Small,20261117,Gen2,46,2.76,0.027827896407062406
small_pendulum_rich,Small,20261117,Gen2,54,3.2399999999999998,0.009615730743559465
small_pendulum_rich,Small,20261117,MBLinear,0,0.0,0.7359106337323735
small_pendulum_rich,Small,20261117,MBLinear,9,0.54,0.3563664466258803
small_pendulum_rich,Small,20261117,MBLinear,18,1.08,0.20337413790970799
small_pendulum_rich,Small,20261117,MBLinear,28,1.68,0.10840227022975567
small_pendulum_rich,Small,20261117,MBLinear,37,2.2199999999999998,0.051711481373853646
small_pendulum_rich,Small,20261117,MBLinear,46,2.76,0.017720603059035004
small_pendulum_rich,Small,20261117,MBLinear,54,3.2399999999999998,0.004293214131108697
small_pendulum_rich,Small,20261118,BE,0,0.0,0.07829428562838459
small_pendulum_rich,Small,20261118,BE,9,0.54,0.08437009205565242
small_pendulum_rich,Small,20261118,BE,18,1.08,0.07395483508809371
small_pendulum_rich,Small,20261118,BE,28,1.68,0.09091224686098301
small_pendulum_rich,Small,20261118,BE,37,2.2199999999999998,0.10577935853261011
small_pendulum_rich,Small,20261118,BE,46,2.76,0.05063357346903577
small_pendulum_rich,Small,20261118,BE,54,3.2399999999999998,0.006898854197370605
small_pendulum_rich,Small,20261118,Gen2,0,0.0,0.06710980211555653
