method,order,bandwidth_steps,validation_score,t0_rmse,integrated_rmse,runtime_sec,family,dt,horizon_steps
BE,-1,16,0.0013870375001710437,0.15171973138209507,0.09940970835522976,0.0018865000020014122,Medium,0.12,32
Gen1,1,24,0.008491172727292018,0.11422977808687257,0.07956801486236673,0.0029727919900324196,Medium,0.12,32
Gen2,2,24,0.009484814547116324,0.08804784300437554,0.06960451370126594,0.0037081669870531186,Medium,0.12,32
Gen3,3,24,0.010114497810728656,0.08760934927236505,0.07079861253308735,0.0032462499948451295,Medium,0.12,32
BE,-1,24,0.0018196362231259824,0.13416691327483604,0.09747981136707601,0.0014966250018915161,Medium,0.12,32
Gen1,1,24,0.012107120566435259,0.11300653740404525,0.08473846153952998,0.0030799160012975335,Medium,0.12,32
Gen2,2,24,0.013188503298191242,0.07814746790703996,0.06914825238699321,0.002932250004960224,Medium,0.12,32
Gen3,3,24,0.013230200914893075,0.07905264582225806,0.07053938138821322,0.0030679580086143687,Medium,0.12,32
BE,-1,16,0.0012482375813380909,0.15448480246097485,0.09920944042380558,0.001508792003733106,Medium,0.12,32
Gen1,1,24,0.006656637288066643,0.1191637487370029,0.07811223827308819,0.0035648329940158874,Medium,0.12,32
Gen2,2,24,0.008019239200165664,0.09935083568192903,0.06956004825165399,0.003785916997003369,Medium,0.12,32
Gen3,3,24,0.00870868670050322,0.10221877745890216,0.07144986528826472,0.0029148329922463745,Medium,0.12,32
BE,-1,24,0.0018882334624181056,0.1662699796943049,0.1033322029875833,0.0014752499992027879,Medium,0.12,32
Gen1,1,24,0.012055035625952427,0.12208664481986796,0.08316303024151855,0.0030245420057326555,Medium,0.12,32
Gen2,2,24,0.013104495903877258,0.09467033233607575,0.06914085025453215,0.003008708998095244,Medium,0.12,32
Gen3,3,24,0.012994075601743373,0.09772033934510532,0.0715762967592466,0.003039292001631111,Medium,0.12,32
BE,-1,24,0.0011275239546122153,0.15436433589084664,0.10460404836620821,0.0014983750006649643,Medium,0.12,32
Gen1,1,24,0.007153657539165243,0.12487143576082387,0.0838466610717498,0.004610499992850237,Medium,0.12,32
Gen2,2,24,0.0076454999768296745,0.10630138722034742,0.07561169980382844,0.004266541000106372,Medium,0.12,32
Gen3,3,24,0.007873667353362613,0.11375275656063023,0.077652401127274,0.002870750002330169,Medium,0.12,32
BE,-1,24,0.0008564179995460802,0.1355968947066173,0.10097852008796389,0.0014237920113373548,Medium,0.12,32
Gen1,1,24,0.004196808042555062,0.10300449837108684,0.07841055807482937,0.003076000008150004,Medium,0.12,32
Gen2,2,24,0.00444183358422273,0.08499494665565616,0.07426953529232369,0.0029719580052187666,Medium,0.12,32
Gen3,3,24,0.004558929804823512,0.08694159324571239,0.07596170857667725,0.002892250005970709,Medium,0.12,32
BE,-1,24,0.001009042714641745,0.13712835016168545,0.09293532927093097,0.0014449169975705445,Medium,0.12,32
Gen1,1,24,0.007613356777937755,0.10670320020652538,0.07656457935405182,0.0029904580005677417,Medium,0.12,32
Gen2,2,24,0.008396102223880163,0.0896253891481041,0.06690038670511979,0.0029939170053694397,Medium,0.12,32
Gen3,3,24,0.00873141720223738,0.09055007182053389,0.06837139543795354,0.0032163330033654347,Medium,0.12,32
BE,-1,24,0.0008616744453298038,0.14968329322255325,0.09642859231855308,0.0015079170116223395,Medium,0.12,32
Gen1,1,24,0.004051099383169291,0.11281771621531703,0.07366675522593784,0.0030789999873377383,Medium,0.12,32
Gen2,2,24,0.0043677120044312255,0.09456675138220681,0.06845812727971215,0.002975541996420361,Medium,0.12,32
Gen3,3,24,0.004768172069864034,0.09956821524303769,0.07103683107582363,0.002984792008646764,Medium,0.12,32
BE,-1,24,0.0013519820217190468,0.15588569895944943,0.09790623525627336,0.0015961249882820994,Medium,0.12,32
Gen1,1,24,0.009912858761114429,0.12942369026883174,0.08094523108298035,0.003389749996131286,Medium,0.12,32
Gen2,2,24,0.01142704860601955,0.08727373108899031,0.06478696241969781,0.0031363749876618385,Medium,0.12,32
Gen3,3,24,0.012058880140284977,0.08737018210801661,0.06537530287666783,0.003159415995469317,Medium,0.12,32
BE,-1,24,0.0011314958372955664,0.16139479116502523,0.09879242429474294,0.0014005840057507157,Medium,0.12,32
Gen1,1,24,0.008890944886092406,0.12912468250675166,0.08153168471531633,0.003041041985852644,Medium,0.12,32
Gen2,2,24,0.00957627888202384,0.09306031191296447,0.06535619121971634,0.002933625000878237,Medium,0.12,32
Gen3,3,24,0.010849603447198928,0.09526398933465498,0.06730560942893798,0.002971875001094304,Medium,0.12,32
BE,-1,12,0.0012120075609059096,0.1546759851288573,0.09891384216738064,0.001386917007039301,Medium,0.12,32
Gen1,1,24,0.006415718813637356,0.10100574459315198,0.07141432886542261,0.003007125007570721,Medium,0.12,32
Gen2,2,24,0.006825902181094868,0.11022841931246014,0.07062425497900404,0.003912874992238358,Medium,0.12,32
Gen3,3,24,0.007552314356635912,0.1161285324243415,0.07385845384089647,0.0029264999902807176,Medium,0.12,32
BE,-1,24,0.001071734268714106,0.16648828259749168,0.10326440304919184,0.0015096669958438724,Medium,0.12,32
Gen1,1,24,0.008836376267766498,0.13022478830735346,0.08192858188512415,0.0029848749982193112,Medium,0.12,32
Gen2,2,24,0.009154421171895574,0.09521519092480386,0.06911008779947227,0.0030149579979479313,Medium,0.12,32
Gen3,3,24,0.009851438610117733,0.09826933175227796,0.07230606258794771,0.003623417011112906,Medium,0.12,32
BE,-1,24,0.0013795745180654553,0.15398143336271453,0.11073964226810948,0.0018932919920189306,Medium,0.12,32
Gen1,1,24,0.007830431208063541,0.11365214584266412,0.0859074291925636,0.0030399160023080185,Medium,0.12,32
Gen2,2,24,0.009167008804307368,0.10985908654580212,0.0829996399721068,0.00312791699252557,Medium,0.12,32
Gen3,3,24,0.00984328185419501,0.11521931996717985,0.086543504796237,0.002921459003118798,Medium,0.12,32
BE,-1,24,0.000755959187131098,0.14772749443037753,0.0913264192374555,0.0019348330097272992,Medium,0.08,42
Gen1,1,24,0.0063498802161653075,0.10377254845472492,0.06486659983984235,0.004215958993881941,Medium,0.08,42
Gen2,2,24,0.006333063156455073,0.0784061482744753,0.05253385935753661,0.004191791987977922,Medium,0.08,42
Gen3,3,24,0.006611235378001318,0.0810398504911515,0.0549995465277631,0.0043186659895582125,Medium,0.08,42
BE,-1,24,0.0009819699438571648,0.12946176709784155,0.08632043427951795,0.002240875008283183,Medium,0.08,42
Gen1,1,24,0.011068654423560398,0.09153516845098802,0.061825813571548344,0.004322209002566524,Medium,0.08,42
Gen2,2,24,0.012366689768021601,0.07761895578406694,0.05517380282319572,0.0040613330056658015,Medium,0.08,42
Gen3,3,24,0.011619102037445633,0.08093361377402265,0.057600791807037956,0.003996957995695993,Medium,0.08,42
BE,-1,16,0.0015480002507520518,0.15035164864151424,0.10628693694090886,0.001944791991263628,Medium,0.08,42
Gen1,1,24,0.009765028300080122,0.08611228880225189,0.06636315252926969,0.004358708989457227,Medium,0.08,42
Gen2,2,24,0.011052181679659734,0.08125004820508222,0.06139301500494361,0.007692250001127832,Medium,0.08,42
Gen3,3,24,0.012424803648843437,0.08741978822604923,0.06634392051208196,0.004391958005726337,Medium,0.08,42
BE,-1,24,0.0010685768813637868,0.128579325750041,0.08987049729144288,0.0019430419924901798,Medium,0.08,42
Gen1,1,24,0.012448591605474658,0.08792824519416073,0.063891779318946,0.004187957994872704,Medium,0.08,42
Gen2,2,24,0.013049398906664808,0.07205465256208428,0.057651620307468135,0.003979749992140569,Medium,0.08,42
Gen3,3,24,0.014315694124809302,0.07545638613222483,0.060406195848563896,0.004296917002648115,Medium,0.08,42
BE,-1,24,0.0008798095734190879,0.1538455424409996,0.09665527133411404,0.0020159170089755207,Medium,0.08,42
Gen1,1,24,0.007566286317281878,0.11793334983429658,0.0747622808988405,0.004176540998741984,Medium,0.08,42
Gen2,2,24,0.008791749762102246,0.0886928316254945,0.05997400507261272,0.005041209005867131,Medium,0.08,42
Gen3,3,24,0.009330907570351151,0.09485956361768545,0.06340940681103521,0.0041369579994352534,Medium,0.08,42
BE,-1,24,0.0008763170398905574,0.12798874741375407,0.09865498042673394,0.0019156670023221523,Medium,0.08,42
Gen1,1,24,0.00806259177956716,0.07739832521290656,0.0684142999170239,0.005160415996215306,Medium,0.08,42
Gen2,2,24,0.007868863412777158,0.07027019349670754,0.05805288115391932,0.008678166996105574,Medium,0.08,42
Gen3,3,24,0.00824156060295446,0.07620761458838379,0.06174449946044528,0.004179583003860898,Medium,0.08,42
BE,-1,24,0.0009125427115266757,0.14287705748697163,0.097914334664489,0.002214415988419205,Medium,0.08,42
Gen1,1,24,0.010148902576377702,0.09590920130095203,0.0753136925413657,0.004412333000800572,Medium,0.08,42
Gen2,2,24,0.010713899001139518,0.07982419669807288,0.060579721731516954,0.004491625004447997,Medium,0.08,42
Gen3,3,24,0.011208701932305115,0.08305507150387066,0.06304370824870373,0.004247667005984113,Medium,0.08,42
BE,-1,24,0.0010278868258163773,0.10124258932831653,0.09955133531333459,0.0019949160050600767,Medium,0.08,42
Gen1,1,24,0.008655711577212993,0.06375416445800429,0.07635929161216405,0.004028791998280212,Medium,0.08,42
Gen2,2,24,0.009504980988187441,0.05950363560029017,0.06405048514464745,0.004200833005597815,Medium,0.08,42
Gen3,3,24,0.009469052390482093,0.06417890587434001,0.06709073302131528,0.004203000004054047,Medium,0.08,42
BE,-1,16,0.0009901191909778872,0.1834430233433781,0.11206573608695054,0.002944042003946379,Medium,0.08,42
Gen1,1,24,0.011395483182883423,0.11409651858710046,0.07192099263836968,0.004196584006422199,Medium,0.08,42
Gen2,2,16,0.011381857153292195,0.12490511648898503,0.07032844228430195,0.004405999992741272,Medium,0.08,42
Gen3,3,16,0.011239516828848765,0.1288748542817426,0.07341253114476841,0.003931249986635521,Medium,0.08,42
BE,-1,24,0.0009990979603319398,0.12192148336682326,0.0816934549791142,0.002436541995848529,Medium,0.08,42
Gen1,1,24,0.010085752507484632,0.08417248234705232,0.06012675128176659,0.004020291002234444,Medium,0.08,42
Gen2,2,24,0.01065628335115978,0.06919390768347247,0.05129452130271562,0.005872457986697555,Medium,0.08,42
Gen3,3,24,0.010999801082431454,0.0731281339866463,0.05364951606961998,0.003994041995611042,Medium,0.08,42
BE,-1,24,0.001332342474657634,0.14597591817827202,0.10180406579575063,0.002140292010153644,Medium,0.08,42
Gen1,1,24,0.007720194398812966,0.11865758896584269,0.0783147038513332,0.00441858300473541,Medium,0.08,42
Gen2,2,24,0.008450353611104931,0.08220651864378398,0.0643312875336964,0.00442591700993944,Medium,0.08,42
Gen3,3,24,0.009420242398863082,0.08326620894101994,0.06629027772928683,0.004329500006861053,Medium,0.08,42
BE,-1,24,0.0010193065320555092,0.14273703890225753,0.0929545679601685,0.0031308749894378707,Medium,0.08,42
Gen1,1,24,0.009253331334330626,0.10225727505854006,0.06930217881763365,0.005652332998579368,Medium,0.08,42
Gen2,2,24,0.010385612155075991,0.08091067537400057,0.05968708310010833,0.004307583993067965,Medium,0.08,42
Gen3,3,24,0.011354001651426849,0.08335734001281132,0.06238167812807761,0.004136874995310791,Medium,0.08,42
BE,-1,24,0.0015706954658359607,0.1398542745810389,0.09838081148343596,0.0023105419968487695,Medium,0.08,42
Gen1,1,24,0.015342606434772955,0.10636637529980035,0.07242742778419578,0.0059842079936061054,Medium,0.08,42
Gen2,2,24,0.016557185262652138,0.0791700740437107,0.06414172435684139,0.004342207990703173,Medium,0.08,42
Gen3,3,24,0.01649998255049314,0.08152747872055846,0.06676942524797203,0.004355083001428284,Medium,0.08,42
BE,-1,24,0.000951994621844009,0.14130739464702752,0.0891064397576618,0.0071823750040493906,Medium,0.08,42
Gen1,1,24,0.007899545318289472,0.09657545622759985,0.06817956344440326,0.006462124991230667,Medium,0.08,42
Gen2,2,24,0.008614177520448423,0.08068631307819571,0.05385792272517619,0.0042211250110995024,Medium,0.08,42
Gen3,3,24,0.008792230541425342,0.08347885551720959,0.05581512347824093,0.0046379169943975285,Medium,0.08,42
BE,-1,24,0.0014620461536584662,0.1868604538323721,0.10537343235536617,0.00200454200967215,Medium,0.08,42
Gen1,1,24,0.009400887950273629,0.12041001122121786,0.07193759893409722,0.00442066699906718,Medium,0.08,42
Gen2,2,24,0.010424594571217584,0.10231566867461189,0.06246410414496402,0.00770724999892991,Medium,0.08,42
Gen3,3,24,0.01077757990889524,0.10814620773519856,0.06594160139410281,0.004204083001241088,Medium,0.08,42
BE,-1,24,0.0008805076285506349,0.15746628081346278,0.09479736279839111,0.001912374995299615,Medium,0.08,42
Gen1,1,24,0.007401954446975798,0.11132541740598663,0.06674913511966056,0.004254166997270659,Medium,0.08,42
Gen2,2,24,0.00782303736425172,0.09934111632371216,0.0594555624641336,0.004258874992956407,Medium,0.08,42
Gen3,3,24,0.00802426973159158,0.10466342857813368,0.06260523445375563,0.004485291996388696,Medium,0.08,42
BE,-1,24,0.0007992027829855696,0.14735174734989087,0.09704956149589673,0.0022867090010549873,Medium,0.08,42
Gen1,1,24,0.006611664574747396,0.10509588117903113,0.07476691887481636,0.004292375000659376,Medium,0.08,42
Gen2,2,24,0.006725673251839879,0.09024999069583178,0.06503937898198107,0.004935459000989795,Medium,0.08,42
Gen3,3,24,0.006739395217468197,0.09365639071299811,0.06767987948453678,0.004785375000210479,Medium,0.08,42
BE,-1,24,0.0008313122746071595,0.1270633003888104,0.08427116355050844,0.007930792009574361,Medium,0.08,42
Gen1,1,24,0.007634717695943238,0.08430512790359922,0.05876716387402794,0.004194458000711165,Medium,0.08,42
Gen2,2,24,0.008213946137630778,0.06790334567108693,0.051119328688436584,0.0041350410028826445,Medium,0.08,42
Gen3,3,24,0.008226990201698056,0.07116035825879216,0.05394872853670403,0.0039697920001344755,Medium,0.08,42
BE,-1,24,0.0008357686338746472,0.18253056097966433,0.10773081883120875,0.001979916007257998,Medium,0.08,42
Gen1,1,24,0.005881122237992885,0.1204557545350459,0.07821478457195494,0.004431167006259784,Medium,0.08,42
Gen2,2,24,0.006460390511962175,0.10714253255677154,0.06835661758361938,0.004256208994775079,Medium,0.08,42
Gen3,3,24,0.006850309031261157,0.11298256971813991,0.0719691058553253,0.0039638330054003745,Medium,0.08,42
BE,-1,24,0.0009981920304105894,0.13817358774694222,0.08610095972604934,0.001946084012161009,Medium,0.08,42
Gen1,1,24,0.010851198432744949,0.10278900758092506,0.06715833637942317,0.0058377080131322145,Medium,0.08,42
Gen2,2,24,0.012121567218374056,0.072089342060258,0.05269650784006817,0.004066749999765307,Medium,0.08,42
Gen3,3,24,0.013143429242991209,0.07500543253740971,0.05487640871143294,0.004263750000973232,Medium,0.08,42
BE,-1,24,0.0006892827341486545,0.164567405403973,0.1296980903655825,0.0027034170052502304,Medium,0.06,56
Gen1,1,24,0.0068375097517835775,0.11569020028255352,0.07528746556535587,0.006427375003113411,Medium,0.06,56
Gen2,2,24,0.007557375986627695,0.08123359672314391,0.06396493359070106,0.005855958006577566,Medium,0.06,56
Gen3,3,24,0.007951052753912618,0.08567212121105106,0.06814096497685816,0.0054032920015743,Medium,0.06,56
BE,-1,24,0.000970431052730485,0.1763957446789075,0.11029200950403353,0.0025925420050043613,Medium,0.06,56
Gen1,1,24,0.009344302497201317,0.07346946989597308,0.054655586575426664,0.010175084011279978,Medium,0.06,56
Gen2,2,24,0.009621684736753984,0.09001207526562069,0.05811513057900865,0.00562533299671486,Medium,0.06,56
Gen3,3,24,0.009737837796369473,0.09803814107589107,0.0626615132718141,0.005576875002589077,Medium,0.06,56
BE,-1,24,0.0006577808203846654,0.18655523867924795,0.11291898861478586,0.0026112080086022615,Medium,0.06,56
Gen1,1,24,0.005403357747938152,0.11279640598271844,0.06810219605304509,0.010320333996787667,Medium,0.06,56
Gen2,2,24,0.005708924800189149,0.09228994991902606,0.05694509757843002,0.006624916000873782,Medium,0.06,56
Gen3,3,24,0.005981348937412555,0.09827790935460824,0.06123596782180498,0.005657083005644381,Medium,0.06,56
BE,-1,24,0.0007705373154911101,0.14277064181441737,0.10545518967586362,0.0027619589964160696,Medium,0.06,56
Gen1,1,24,0.01021194444701223,0.08404123659779013,0.06091341704213105,0.006419166995328851,Medium,0.06,56
Gen2,2,24,0.010835557034116046,0.08084119398222057,0.058925672160143314,0.005841999998665415,Medium,0.06,56
Gen3,3,24,0.010942372201321875,0.08569357722514488,0.06281077443150844,0.005705458010197617,Medium,0.06,56
BE,-1,24,0.0015125474536560825,0.18965727556573594,0.13744727634244905,0.0029275420092744753,Medium,0.06,56
Gen1,1,24,0.013658170996399863,0.08503194947572418,0.06214657869445269,0.0068540000065695494,Medium,0.06,56
Gen2,2,24,0.01512397276088615,0.09214096349070566,0.06252802437366721,0.0056942910014186054,Medium,0.06,56
Gen3,3,24,0.01612249189226424,0.10041310636034118,0.06800061990520508,0.005365499993786216,Medium,0.06,56
BE,-1,24,0.0009175769740234224,0.14455369956677103,0.09494717521486326,0.0034806670009857044,Medium,0.06,56
Gen1,1,24,0.014075472498949687,0.08231281272252483,0.057361347344901045,0.005400791997089982,Medium,0.06,56
Gen2,2,24,0.014448556040480698,0.07032440748121256,0.04992050277159954,0.005743290996178985,Medium,0.06,56
Gen3,3,24,0.015027054814847549,0.07445023946969723,0.05294736255862384,0.008163999998942018,Medium,0.06,56
BE,-1,24,0.0008143998634693393,0.1815315146691921,0.12207537448460501,0.002747666003415361,Medium,0.06,56
Gen1,1,24,0.009259773666279916,0.11469421889386887,0.0691687069715419,0.005776707999757491,Medium,0.06,56
Gen2,2,24,0.010030225907846607,0.09733979905397568,0.06118359527524882,0.005943584008491598,Medium,0.06,56
Gen3,3,24,0.010416352141025872,0.10731587248074131,0.06652017734342794,0.005826916996738873,Medium,0.06,56
BE,-1,16,0.0009008162605252208,0.15094255471584508,0.11033034740980824,0.0033546250051585957,Medium,0.06,56
Gen1,1,24,0.009533232395368121,0.07558368248166424,0.060348196244099275,0.007401875001960434,Medium,0.06,56
Gen2,2,24,0.01010983312340594,0.07686000516929958,0.058915372083119186,0.010913624995737337,Medium,0.06,56
Gen3,3,24,0.010651906229054361,0.08338247114214505,0.06310977356269341,0.005739833999541588,Medium,0.06,56
BE,-1,24,0.0008767923279047612,0.15096293094920807,0.10522186559047934,0.003213749994756654,Medium,0.06,56
Gen1,1,24,0.013116508020009337,0.08765494570274471,0.06748043578853989,0.0057642080064397305,Medium,0.06,56
Gen2,2,24,0.013160165711167281,0.07510381242428875,0.058178250180687584,0.006329291994916275,Medium,0.06,56
Gen3,3,24,0.01386740777008579,0.08051476323958044,0.06208615309039077,0.008038458996452391,Medium,0.06,56
BE,-1,24,0.0009265914606876982,0.11712343181896141,0.1070746105747805,0.004339250008342788,Medium,0.06,56
Gen1,1,24,0.010087074540844327,0.05872953907443893,0.05296441842884083,0.005736167004215531,Medium,0.06,56
Gen2,2,24,0.010753807167599386,0.06877776436156853,0.05281842157140088,0.007090499988407828,Medium,0.06,56
Gen3,3,24,0.011108702431840901,0.0744929045056843,0.0571281962484567,0.006446500003221445,Medium,0.06,56
BE,-1,24,0.0007234236145066349,0.2364073851958984,0.12120042324483973,0.00266866700258106,Medium,0.06,56
Gen1,1,24,0.007448982167774337,0.125910643921389,0.06747170943132547,0.00692275000619702,Medium,0.06,56
Gen2,2,24,0.007421541801404604,0.14693883900401947,0.07313993626894012,0.006075209006667137,Medium,0.06,56
Gen3,3,24,0.007874513907462662,0.15275942887639765,0.07640127185666615,0.006269707999308594,Medium,0.06,56
BE,-1,24,0.0009668139432078228,0.13003926088539844,0.09087944129755986,0.0028924170037498698,Medium,0.06,56
Gen1,1,24,0.010573951110049483,0.07103890551293582,0.051988977615544336,0.00761308400251437,Medium,0.06,56
Gen2,2,24,0.010929637841959076,0.06682220541834079,0.04965260993884086,0.008776999995461665,Medium,0.06,56
Gen3,3,24,0.011428498196579814,0.0718094725413081,0.05290435913923603,0.005307083003572188,Medium,0.06,56
BE,-1,24,0.0012450224614291344,0.14781785487529683,0.15963444784915912,0.00258079101331532,Medium,0.06,56
Gen1,1,24,0.010106289209956265,0.10325442406935384,0.08065075020644216,0.005848667002283037,Medium,0.06,56
Gen2,2,24,0.011162762235513718,0.0772109556893891,0.07529812793078441,0.00561862500035204,Medium,0.06,56
Gen3,3,24,0.011697138377988081,0.08108483923147758,0.08161857176524617,0.0054606670018984005,Medium,0.06,56
BE,-1,24,0.0008450789003151928,0.15023241756097838,0.09921105647262507,0.0033978749997913837,Medium,0.06,56
Gen1,1,24,0.010339560859696976,0.09516344897650356,0.06785987860795534,0.005779125000117347,Medium,0.06,56
Gen2,2,24,0.01134504098064087,0.07959408424660255,0.057198409537070546,0.0065259169932687655,Medium,0.06,56
Gen3,3,24,0.012310463559792127,0.0832209782686524,0.05968921785272588,0.006491749998531304,Medium,0.06,56
BE,-1,24,0.0012281393000798811,0.14784845208169034,0.10723560290872061,0.0027310829900670797,Medium,0.06,56
Gen1,1,24,0.014259288864372305,0.09624817357567715,0.06834308940720613,0.005411207996075973,Medium,0.06,56
Gen2,2,24,0.015374364887136066,0.07757562074951545,0.05787636162930215,0.008014624996576458,Medium,0.06,56
Gen3,3,24,0.015575819097697148,0.0826376353324466,0.061842721479451794,0.007696250002481975,Medium,0.06,56
BE,-1,24,0.0008879227118623069,0.16473379854710338,0.1007254259579482,0.002714041998842731,Medium,0.06,56
Gen1,1,24,0.008594422167094386,0.09787509319469881,0.063551131121424,0.0057259590103058144,Medium,0.06,56
Gen2,2,24,0.009359837171774469,0.08963938726924255,0.057926303024562184,0.005893833003938198,Medium,0.06,56
Gen3,3,24,0.009876562750653314,0.09580243814942786,0.06215005042695786,0.008405250002397224,Medium,0.06,56
BE,-1,24,0.0012449747057567343,0.19581246405550798,0.11114817439093061,0.003073624990065582,Medium,0.06,56
Gen1,1,24,0.008627037757358806,0.10784562904565048,0.06642152215562913,0.00613958400208503,Medium,0.06,56
Gen2,2,24,0.009486990306313486,0.09375648216465468,0.05732162354853093,0.005636166999465786,Medium,0.06,56
Gen3,3,24,0.010338600579975689,0.10105848686085207,0.060992697716879554,0.005758415994932875,Medium,0.06,56
BE,-1,24,0.0008064485780019448,0.17259224237904217,0.10340627070678164,0.00274941700627096,Medium,0.06,56
Gen1,1,24,0.008642502908670474,0.10497687265333439,0.06128376848190257,0.006316083992714994,Medium,0.06,56
Gen2,2,24,0.008962324362805144,0.10779699761629441,0.06039077050963946,0.006128791006631218,Medium,0.06,56
Gen3,3,24,0.009053140927980527,0.1152546053221625,0.0646710738123239,0.006023959009326063,Medium,0.06,56
BE,-1,24,0.000784579041853429,0.15780948689814386,0.11559332612541968,0.003487583002424799,Medium,0.06,56
Gen1,1,24,0.007547973189207731,0.09478351827987316,0.06803863141384422,0.005363457996281795,Medium,0.06,56
Gen2,2,24,0.007826110340596434,0.08524495768617808,0.06404973193487984,0.005579958000453189,Medium,0.06,56
Gen3,3,24,0.007862205178047303,0.09089899740595918,0.06837782091368212,0.005464665999170393,Medium,0.06,56
BE,-1,24,0.0007108332973345887,0.15282506356421746,0.1046762986557302,0.0030397920054383576,Medium,0.06,56
Gen1,1,24,0.008544386153677426,0.08593697777847206,0.05868345543355803,0.005905500001972541,Medium,0.06,56
Gen2,2,24,0.008641814192995112,0.07705228070811752,0.054543074922997294,0.005640165996737778,Medium,0.06,56
Gen3,3,24,0.00865829155343863,0.08266707261559514,0.05886950679038312,0.005762040993431583,Medium,0.06,56
BE,-1,24,0.0006362411443776073,0.3309478578890947,0.17251801838055913,0.0050400830077705905,Medium,0.04,84
Gen1,1,24,0.007416898232087147,0.13527057584440458,0.07257557088376192,0.011369958010618575,Medium,0.04,84
Gen2,2,24,0.008335204411476869,0.18656102450985568,0.09091197135194823,0.008598165994044393,Medium,0.04,84
Gen3,3,24,0.008885447145172812,0.1995163501623232,0.09777339480192565,0.009099166010855697,Medium,0.04,84
BE,-1,24,0.0008576315976228734,0.21758870878448963,0.1488286868067098,0.0041594159993110225,Medium,0.04,84
Gen1,1,24,0.011118843839154832,0.10233162069349949,0.06384209902105382,0.008960457998909988,Medium,0.04,84
Gen2,2,24,0.012564939388299475,0.10116358174255108,0.06669181053534162,0.008466583007248119,Medium,0.04,84
Gen3,3,24,0.013428791259050664,0.11153110294557625,0.07338616102179785,0.01114508400496561,Medium,0.04,84
BE,-1,24,0.0006400983905080012,0.20028828991751685,0.14952137163189302,0.004016582999611273,Medium,0.04,84
Gen1,1,24,0.008029037249978284,0.1011998546943789,0.06677627754380304,0.009307583008194342,Medium,0.04,84
Gen2,2,24,0.008779638837423928,0.08931045771041125,0.06572717459714482,0.010855417000129819,Medium,0.04,84
Gen3,3,24,0.009176273249638621,0.09876057102735218,0.07258018373440685,0.008963250002125278,Medium,0.04,84
BE,-1,24,0.0007063991426741894,0.22778149134238357,0.17618102400618765,0.004208625003229827,Medium,0.04,84
Gen1,1,24,0.010731056846803661,0.07390600818127585,0.07012274597396784,0.00833683300879784,Medium,0.04,84
Gen2,2,24,0.010816066530239523,0.10241914479513399,0.07803119046990753,0.008542791998479515,Medium,0.04,84
Gen3,3,24,0.01106187903154733,0.11265446901688644,0.08602517252886782,0.00874412500706967,Medium,0.04,84
BE,-1,24,0.0006642700135106316,0.23249500959304586,0.14007378450847877,0.004165999998804182,Medium,0.04,84
Gen1,1,24,0.008419395307117997,0.10114212369121263,0.06355723738075898,0.008337833991390653,Medium,0.04,84
Gen2,2,24,0.009268261782817746,0.08972202756431404,0.06215958865297625,0.010604583003441803,Medium,0.04,84
Gen3,3,24,0.009601963388364191,0.09954345988657594,0.0679060112009835,0.010078457999043167,Medium,0.04,84
BE,-1,24,0.0006611786746841742,0.1728844646024745,0.12201013089033852,0.004847083007916808,Medium,0.04,84
Gen1,1,24,0.011302188374163075,0.08872194213024358,0.06065026767598574,0.01033425000787247,Medium,0.04,84
Gen2,2,24,0.012260595942590474,0.0925759769331652,0.061958570191318355,0.010394249999080785,Medium,0.04,84
Gen3,3,24,0.012454041870655599,0.09958704107314441,0.06696452038687802,0.008911625001928769,Medium,0.04,84
BE,-1,24,0.0012407779983663787,0.24437602413733392,0.16688460148535883,0.004093124996870756,Medium,0.04,84
Gen1,1,24,0.015823158721647513,0.09552616968001984,0.06705489212171667,0.010067916999105364,Medium,0.04,84
Gen2,2,24,0.017449006397564835,0.11178367398922337,0.0756630216464534,0.009981916009564884,Medium,0.04,84
Gen3,3,24,0.019230823664095068,0.12360680333495884,0.08339328890218196,0.008909791999030858,Medium,0.04,84
BE,-1,24,0.0007370628530602674,0.21417380279040535,0.14382663537211127,0.0044230830098968,Medium,0.04,84
Gen1,1,24,0.014719059358420036,0.06533773047039569,0.05323811025353648,0.013327458000276238,Medium,0.04,84
Gen2,2,24,0.014853268556237071,0.08371606195980508,0.06198274957604716,0.008896208993974142,Medium,0.04,84
Gen3,3,24,0.015367486689497322,0.0955284718482289,0.06890008073096611,0.009352249995572492,Medium,0.04,84
BE,-1,24,0.0007784255013617837,0.2249289272530961,0.1618636266368275,0.003991958001279272,Medium,0.04,84
Gen1,1,24,0.010116429637727287,0.10483477701239365,0.07201956227061125,0.008730000001378357,Medium,0.04,84
Gen2,2,24,0.01143969769695083,0.09286156395038472,0.07553016307554425,0.010781832999782637,Medium,0.04,84
Gen3,3,24,0.012165467823203388,0.10565417199172454,0.08317562081341107,0.008632917000795715,Medium,0.04,84
BE,-1,16,0.0008207472631870228,0.1860874440437264,0.17111607955964894,0.004241167000145651,Medium,0.04,84
Gen1,1,24,0.012814119370889292,0.07708438814793629,0.06756479685526953,0.008960166000179015,Medium,0.04,84
Gen2,2,24,0.013610033218776523,0.08774573342954516,0.070599421634752,0.009791125004994683,Medium,0.04,84
Gen3,3,24,0.014195523835484294,0.09669089118869535,0.07781800882387252,0.008458582989987917,Medium,0.04,84
